Entity,Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
Afghanistan,760,,,,60,"6,52,230",33.93911,67.709953
Afghanistan,730,,,,60,"6,52,230",33.93911,67.709953
Afghanistan,1029.999971,,,179.4265792,60,"6,52,230",33.93911,67.709953
Afghanistan,1220.000029,,8.832277813,190.6838143,60,"6,52,230",33.93911,67.709953
Afghanistan,1029.999971,,1.414117981,211.3820742,60,"6,52,230",33.93911,67.709953
Afghanistan,1549.999952,,11.22971482,242.0313132,60,"6,52,230",33.93911,67.709953
Afghanistan,1759.99999,,5.357403251,263.7336019,60,"6,52,230",33.93911,67.709953
Afghanistan,1769.999981,,13.82631955,359.6931579,60,"6,52,230",33.93911,67.709953
Afghanistan,3559.999943,,3.924983822,364.663542,60,"6,52,230",33.93911,67.709953
Afghanistan,4880.000114,,21.39052839,437.2687402,60,"6,52,230",33.93911,67.709953
Afghanistan,7110.000134,,14.36244147,543.3065262,60,"6,52,230",33.93911,67.709953
Afghanistan,8930.000305,,0.426354785,591.1900302,60,"6,52,230",33.93911,67.709953
Afghanistan,8079.999924,,12.75228709,638.8458516,60,"6,52,230",33.93911,67.709953
Afghanistan,5989.999771,,5.600744658,624.3154545,60,"6,52,230",33.93911,67.709953
Afghanistan,4880.000114,,2.724543364,614.2233424,60,"6,52,230",33.93911,67.709953
Afghanistan,5949.999809,,1.45131466,556.0072209,60,"6,52,230",33.93911,67.709953
Afghanistan,5300.000191,,2.260314201,512.0127781,60,"6,52,230",33.93911,67.709953
Afghanistan,4780.00021,,2.647003202,516.6798622,60,"6,52,230",33.93911,67.709953
Afghanistan,6070.000172,,1.189228128,485.6684187,60,"6,52,230",33.93911,67.709953
Afghanistan,6079.999924,,3.911603419,494.1793499,60,"6,52,230",33.93911,67.709953
Afghanistan,,,-2.351100673,516.7478708,60,"6,52,230",33.93911,67.709953
Albania,3170,,6.946216585,1126.68334,105,"28,748",41.153332,20.168331
Albania,3230,,8.293312636,1281.659826,105,"28,748",41.153332,20.168331
Albania,3759.99999,,4.536524157,1425.124219,105,"28,748",41.153332,20.168331
Albania,4070.000172,,5.528637464,1846.120121,105,"28,748",41.153332,20.168331
Albania,4250,,5.51466791,2373.581292,105,"28,748",41.153332,20.168331
Albania,4030.00021,,5.526424241,2673.786584,105,"28,748",41.153332,20.168331
Albania,4010.000229,,5.902659038,2972.742924,105,"28,748",41.153332,20.168331
Albania,4139.999866,,5.983259523,3595.038057,105,"28,748",41.153332,20.168331
Albania,4079.999924,,7.500041428,4370.539925,105,"28,748",41.153332,20.168331
Albania,4219.99979,,3.354289352,4114.134899,105,"28,748",41.153332,20.168331
Albania,4449.999809,,3.70693815,4094.348386,105,"28,748",41.153332,20.168331
Albania,4849.999905,,2.545406145,4437.142612,105,"28,748",41.153332,20.168331
Albania,4360.000134,,1.4172428,4247.630047,105,"28,748",41.153332,20.168331
Albania,4440.000057,,1.00201754,4413.062005,105,"28,748",41.153332,20.168331
Albania,4820.000172,,1.774448855,4578.633208,105,"28,748",41.153332,20.168331
Albania,4619.999886,,2.218726372,3952.802538,105,"28,748",41.153332,20.168331
Albania,4480.000019,,3.314980684,4124.05539,105,"28,748",41.153332,20.168331
Albania,5139.999866,,3.8022274,4531.019374,105,"28,748",41.153332,20.168331
Albania,5110.000134,,4.019359686,5287.663694,105,"28,748",41.153332,20.168331
Albania,4829.999924,,2.113419982,5395.659532,105,"28,748",41.153332,20.168331
Albania,,,-3.955397927,5246.292306,105,"28,748",41.153332,20.168331
Algeria,80050,0.053235482,3.8,1765.027146,18,"23,81,741",28.033886,1.659626
Algeria,78650,0.065218486,3,1740.606654,18,"23,81,741",28.033886,1.659626
Algeria,82400.00153,0.05167677,5.6,1781.828908,18,"23,81,741",28.033886,1.659626
Algeria,88190.00244,0.228104,7.2,2103.381291,18,"23,81,741",28.033886,1.659626
Algeria,89489.99786,0.2067869,4.3,2610.185422,18,"23,81,741",28.033886,1.659626
Algeria,94190.00244,0.43411878,5.9,3113.094883,18,"23,81,741",28.033886,1.659626
Algeria,99809.99756,0.16327195,1.7,3478.710002,18,"23,81,741",28.033886,1.659626
Algeria,102750,0.15990457,3.4,3950.512993,18,"23,81,741",28.033886,1.659626
Algeria,107750,0.1877543,2.4,4923.631615,18,"23,81,741",28.033886,1.659626
Algeria,112169.9982,0.21278548,1.6,3883.2709,18,"23,81,741",28.033886,1.659626
Algeria,114180.0003,0.11513238,3.6,4480.786318,18,"23,81,741",28.033886,1.659626
Algeria,120790.0009,0.2352599,2.9,5455.679403,18,"23,81,741",28.033886,1.659626
Algeria,134929.9927,0.22453195,3.4,5592.220115,18,"23,81,741",28.033886,1.659626
Algeria,139020.0043,0.064763196,2.8,5499.587331,18,"23,81,741",28.033886,1.659626
Algeria,147740.0055,0.117502466,3.8,5493.056695,18,"23,81,741",28.033886,1.659626
Algeria,156270.0043,0.096813366,3.7,4177.889542,18,"23,81,741",28.033886,1.659626
Algeria,154910.0037,0.14580712,3.2,3946.452447,18,"23,81,741",28.033886,1.659626
Algeria,158339.9963,0.24701829,1.3,4109.698217,18,"23,81,741",28.033886,1.659626
Algeria,165539.9933,0.28767928,1.1,4142.018558,18,"23,81,741",28.033886,1.659626
Algeria,171250,0.29474697,1,3989.668276,18,"23,81,741",28.033886,1.659626
Algeria,,0.29789943,-5.1,3306.858208,18,"23,81,741",28.033886,1.659626
Angola,16200,,3.054624234,556.8386317,26,"12,46,700",-11.202692,17.873887
Angola,15960,,4.205998556,527.3335285,26,"12,46,700",-11.202692,17.873887
Angola,15689.99958,,13.66568652,872.4944418,26,"12,46,700",-11.202692,17.873887
Angola,16760.00023,,2.98985001,982.9610078,26,"12,46,700",-11.202692,17.873887
Angola,17450.00076,,10.95286177,1255.564513,26,"12,46,700",-11.202692,17.873887
Angola,15810.00042,,15.02891532,1902.42215,26,"12,46,700",-11.202692,17.873887
Angola,16559.99947,,11.54768318,2599.565948,26,"12,46,700",-11.202692,17.873887
Angola,16969.99931,,14.01001824,3121.996085,26,"12,46,700",-11.202692,17.873887
Angola,19280.00069,,11.16613833,4080.941034,26,"12,46,700",-11.202692,17.873887
Angola,21149.99962,,0.858712615,3122.781599,26,"12,46,700",-11.202692,17.873887
Angola,22799.99924,,4.403932543,3587.883645,26,"12,46,700",-11.202692,17.873887
Angola,23870.00084,,3.471976345,4615.468219,26,"12,46,700",-11.202692,17.873887
Angola,23870.00084,,8.542187643,5100.097027,26,"12,46,700",-11.202692,17.873887
Angola,26959.99908,,4.954544646,5254.881126,26,"12,46,700",-11.202692,17.873887
Angola,29629.99916,,4.822627568,5408.4117,26,"12,46,700",-11.202692,17.873887
Angola,31649.99962,,0.943571561,4166.979833,26,"12,46,700",-11.202692,17.873887
Angola,29760.00023,,-2.580049644,3506.073128,26,"12,46,700",-11.202692,17.873887
Angola,24250,,-0.147212941,4095.810057,26,"12,46,700",-11.202692,17.873887
Angola,23959.99908,,-2.003629727,3289.643995,26,"12,46,700",-11.202692,17.873887
Angola,25209.99908,,-0.624644318,2809.626088,26,"12,46,700",-11.202692,17.873887
Angola,,,-5.39998739,1776.166868,26,"12,46,700",-11.202692,17.873887
Antigua and Barbuda,330,,6.203431254,10872.29295,223,443,17.060816,-61.796428
Antigua and Barbuda,350,,-4.548003473,10367.31961,223,443,17.060816,-61.796428
Antigua and Barbuda,389.9999857,,1.02744197,10401.05088,223,443,17.060816,-61.796428
Antigua and Barbuda,409.9999964,,6.076543688,10797.95106,223,443,17.060816,-61.796428
Antigua and Barbuda,400.000006,,5.767028612,11446.96914,223,443,17.060816,-61.796428
Antigua and Barbuda,409.9999964,,6.473831316,12557.54785,223,443,17.060816,-61.796428
Antigua and Barbuda,439.9999976,,12.70814853,13995.80442,223,443,17.060816,-61.796428
Antigua and Barbuda,460.0000083,,9.315383163,15622.69287,223,443,17.060816,-61.796428
Antigua and Barbuda,479.9999893,,-0.014340652,16044.1058,223,443,17.060816,-61.796428
Antigua and Barbuda,1389.999986,,-11.96269725,14160.562,223,443,17.060816,-61.796428
Antigua and Barbuda,490.0000095,,-7.840594744,13048.96058,223,443,17.060816,-61.796428
Antigua and Barbuda,540.0000215,,-1.958612628,12746.63347,223,443,17.060816,-61.796428
Antigua and Barbuda,699.9999881,,3.3728662,13272.73494,223,443,17.060816,-61.796428
Antigua and Barbuda,469.9999988,,-0.600876397,12910.59063,223,443,17.060816,-61.796428
Antigua and Barbuda,479.9999893,,3.795727613,13501.58092,223,443,17.060816,-61.796428
Antigua and Barbuda,490.0000095,,3.825293099,14285.32978,223,443,17.060816,-61.796428
Antigua and Barbuda,500,,5.496459204,15198.74297,223,443,17.060816,-61.796428
Antigua and Barbuda,500,,3.14432324,15383.5764,223,443,17.060816,-61.796428
Antigua and Barbuda,509.9999905,,6.883640817,16679.59166,223,443,17.060816,-61.796428
Antigua and Barbuda,519.9999809,,4.862236166,17376.64968,223,443,17.060816,-61.796428
Antigua and Barbuda,,,-20.19237057,13992.74448,223,443,17.060816,-61.796428
Argentina,132270,12.283858,-0.788998939,7708.099115,17,"27,80,400",-38.416097,-63.616672
Argentina,125260,15.937488,-4.408839683,7208.373114,17,"27,80,400",-38.416097,-63.616672
Argentina,117470.0012,16.249306,-10.89448483,2593.404563,17,"27,80,400",-38.416097,-63.616672
Argentina,127660.0037,14.408259,8.837040796,3349.8063,17,"27,80,400",-38.416097,-63.616672
Argentina,141380.0049,12.1855755,9.029573301,4277.721573,17,"27,80,400",-38.416097,-63.616672
Argentina,145990.0055,12.788524,8.85165992,5109.852245,17,"27,80,400",-38.416097,-63.616672
Argentina,154899.9939,13.449462,8.0471515,5919.012338,17,"27,80,400",-38.416097,-63.616672
Argentina,162809.9976,10.599154,9.007650875,7245.446857,17,"27,80,400",-38.416097,-63.616672
Argentina,167229.9957,10.437064,4.057233103,9020.873323,17,"27,80,400",-38.416097,-63.616672
Argentina,156570.0073,11.783506,-5.918525076,8225.137583,17,"27,80,400",-38.416097,-63.616672
Argentina,167220.0012,11.661375,10.12539816,10385.96443,17,"27,80,400",-38.416097,-63.616672
Argentina,176639.9994,10.929448,6.003951693,12848.8642,17,"27,80,400",-38.416097,-63.616672
Argentina,177960.0067,10.216426,-1.026420454,13082.66433,17,"27,80,400",-38.416097,-63.616672
Argentina,183250,10.950079,2.405323781,13080.25473,17,"27,80,400",-38.416097,-63.616672
Argentina,179600.0061,11.038978,-2.512615321,12334.79825,17,"27,80,400",-38.416097,-63.616672
Argentina,185550.0031,10.907397,2.731159828,13789.06042,17,"27,80,400",-38.416097,-63.616672
Argentina,183160.0037,10.167007,-2.080327844,12790.24247,17,"27,80,400",-38.416097,-63.616672
Argentina,179320.0073,10.964719,2.818502978,14613.04182,17,"27,80,400",-38.416097,-63.616672
Argentina,176899.9939,11.39763,-2.617396463,11795.15939,17,"27,80,400",-38.416097,-63.616672
Argentina,168100.0061,11.926772,-2.025934237,10056.63794,17,"27,80,400",-38.416097,-63.616672
Argentina,,12.179417,-9.895268964,8579.017773,17,"27,80,400",-38.416097,-63.616672
Armenia,3560,,5.900000003,622.7409229,104,"29,743",40.069099,45.038189
Armenia,3600,,9.599999999,694.4234554,104,"29,743",40.069099,45.038189
Armenia,3119.999886,,13.2,783.241215,104,"29,743",40.069099,45.038189
Armenia,3500,,14,930.1254727,104,"29,743",40.069099,45.038189
Armenia,3759.99999,,10.5,1191.921006,104,"29,743",40.069099,45.038189
Armenia,4460.000038,,13.9,1643.756889,104,"29,743",40.069099,45.038189
Armenia,4489.999771,,13.2,2158.148074,104,"29,743",40.069099,45.038189
Armenia,5199.999809,,13.7,3139.28071,104,"29,743",40.069099,45.038189
Armenia,5690.000057,,6.9,4010.861381,104,"29,743",40.069099,45.038189
Armenia,4510.000229,,-14.1,2994.340471,104,"29,743",40.069099,45.038189
Armenia,4340.000153,,2.2,3218.378299,104,"29,743",40.069099,45.038189
Armenia,4940.000057,,4.699999999,3525.807198,104,"29,743",40.069099,45.038189
Armenia,5719.99979,,7.200000001,3681.844691,104,"29,743",40.069099,45.038189
Armenia,5500,,3.3,3838.17388,104,"29,743",40.069099,45.038189
Armenia,5480.000019,,3.600000001,3986.231624,104,"29,743",40.069099,45.038189
Armenia,5340.000153,,3.199999999,3607.289299,104,"29,743",40.069099,45.038189
Armenia,5070.000172,,0.2,3591.828052,104,"29,743",40.069099,45.038189
Armenia,5369.999886,,7.500000002,3914.527854,104,"29,743",40.069099,45.038189
Armenia,5710.000038,,5.2,4220.540321,104,"29,743",40.069099,45.038189
Armenia,6170.000076,,7.599999999,4604.646324,104,"29,743",40.069099,45.038189
Armenia,,,-7.4,4266.018074,104,"29,743",40.069099,45.038189
Aruba,2379.883,,7.616588194,20617.75047,590,179,12.52111,-69.96833
Aruba,2409.219,,-2.971256724,20670.36701,590,179,12.52111,-69.96833
Aruba,2438.555,,-3.273646411,20436.88713,590,179,12.52111,-69.96833
Aruba,2563.233,,1.975547262,20833.97636,590,179,12.52111,-69.96833
Aruba,2618.238,,7.911563466,22568.37499,590,179,12.52111,-69.96833
Aruba,2720.914,,1.214349349,23300.73836,590,179,12.52111,-69.96833
Aruba,2717.247,,1.050607528,24046.22638,590,179,12.52111,-69.96833
Aruba,2823.59,,1.800225971,25834.11178,590,179,12.52111,-69.96833
Aruba,2658.575,,-0.090708046,27083.63486,590,179,12.52111,-69.96833
Aruba,2629.239,,-10.51974854,24631.18205,590,179,12.52111,-69.96833
Aruba,2508.228,,-3.685029387,23513.5277,590,179,12.52111,-69.96833
Aruba,2500.894,,3.44605475,24985.01392,590,179,12.52111,-69.96833
Aruba,1349.456,,-1.369863014,24712.49326,590,179,12.52111,-69.96833
Aruba,861.745,,4.198232323,26441.61994,590,179,12.52111,-69.96833
Aruba,872.746,,0.3,26893.01151,590,179,12.52111,-69.96833
Aruba,898.415,,5.700000876,28396.90842,590,179,12.52111,-69.96833
Aruba,883.747,,2.099999586,28452.17061,590,179,12.52111,-69.96833
Aruba,,,1.999999104,29350.80502,590,179,12.52111,-69.96833
Aruba,,,,30253.27936,590,179,12.52111,-69.96833
Aruba,,,,,590,179,12.52111,-69.96833
Aruba,,,,,590,179,12.52111,-69.96833
Australia,339450,3.9888778,3.912427733,21697.70848,3,"77,41,220",-25.274398,133.775136
Australia,345640,3.870762,2.038300732,19527.32358,3,"77,41,220",-25.274398,133.775136
Australia,353369.9951,3.9314504,4.014526654,20117.78889,3,"77,41,220",-25.274398,133.775136
Australia,352579.9866,4.014969,3.110325109,23492.40517,3,"77,41,220",-25.274398,133.775136
Australia,365809.9976,4.0365605,4.205446887,30513.94174,3,"77,41,220",-25.274398,133.775136
Australia,370089.9963,4.3135533,3.160338325,34080.9999,3,"77,41,220",-25.274398,133.775136
Australia,375489.9902,4.233413,2.726893446,36117.48798,3,"77,41,220",-25.274398,133.775136
Australia,385750,3.9767227,3.768487516,41001.14298,3,"77,41,220",-25.274398,133.775136
Australia,388940.0024,3.6813264,3.577014878,49654.9106,3,"77,41,220",-25.274398,133.775136
Australia,395290.0085,3.9202662,1.86683207,42783.32257,3,"77,41,220",-25.274398,133.775136
Australia,387540.0085,4.3128047,2.172337091,52087.97229,3,"77,41,220",-25.274398,133.775136
Australia,386380.0049,5.698981,2.469746294,62574.1457,3,"77,41,220",-25.274398,133.775136
Australia,386970.0012,5.700209,3.917362463,68027.84171,3,"77,41,220",-25.274398,133.775136
Australia,380279.9988,6.525869,2.600211881,68156.62792,3,"77,41,220",-25.274398,133.775136
Australia,371630.0049,5.979823,2.562931521,62511.69059,3,"77,41,220",-25.274398,133.775136
Australia,377799.9878,6.290021,2.172204753,56707.02208,3,"77,41,220",-25.274398,133.775136
Australia,384989.9902,7.1891756,2.741643069,49881.76371,3,"77,41,220",-25.274398,133.775136
Australia,389160.0037,6.750127,2.295926947,53934.25018,3,"77,41,220",-25.274398,133.775136
Australia,387070.0073,8.300061,2.87097248,57180.7794,3,"77,41,220",-25.274398,133.775136
Australia,386529.9988,8.880722,2.113149425,54875.28596,3,"77,41,220",-25.274398,133.775136
Australia,,10.789811,-0.003836559,51692.84275,3,"77,41,220",-25.274398,133.775136
Austria,63530,32.954258,3.375722147,24564.45829,109,"83,871",47.516231,14.550072
Austria,67910,30.816513,1.267168189,24537.51426,109,"83,871",47.516231,14.550072
Austria,69370.00275,30.325117,1.651553922,26401.74546,109,"83,871",47.516231,14.550072
Austria,74459.99908,25.140518,0.941470921,32222.89724,109,"83,871",47.516231,14.550072
Austria,75800.00305,27.633785,2.735120222,36821.52147,109,"83,871",47.516231,14.550072
Austria,76239.99786,27.94786,2.244065325,38403.13388,109,"83,871",47.516231,14.550072
Austria,74099.99847,28.59121,3.454041836,40635.28182,109,"83,871",47.516231,14.550072
Austria,71239.99786,30.98061,3.727415301,46855.77175,109,"83,871",47.516231,14.550072
Austria,70730.00336,31.345478,1.460423676,51708.76575,109,"83,871",47.516231,14.550072
Austria,64419.99817,34.322514,-3.764578178,47963.1794,109,"83,871",47.516231,14.550072
Austria,69959.99908,31.605642,1.837093677,46858.04327,109,"83,871",47.516231,14.550072
Austria,68269.99664,30.720795,2.922797284,51374.95841,109,"83,871",47.516231,14.550072
Austria,65110.00061,35.929344,0.680445577,48567.69529,109,"83,871",47.516231,14.550072
Austria,65750,35.266674,0.025504712,50716.70871,109,"83,871",47.516231,14.550072
Austria,62049.99924,36.640297,0.661272849,51717.49594,109,"83,871",47.516231,14.550072
Austria,63240.00168,34.964077,1.014501586,44178.04738,109,"83,871",47.516231,14.550072
Austria,63680.00031,35.651855,1.989437162,45276.83144,109,"83,871",47.516231,14.550072
Austria,65860.00061,34.502872,2.258572433,47312.00623,109,"83,871",47.516231,14.550072
Austria,63060.00137,34.568928,2.501595119,51461.43322,109,"83,871",47.516231,14.550072
Austria,64769.99664,35.611378,1.49121085,50114.40111,109,"83,871",47.516231,14.550072
Austria,,38.26067,-6.734514076,48586.80132,109,"83,871",47.516231,14.550072
Azerbaijan,27690,3.446014,11.0999995,655.1199452,123,"86,600",40.143105,47.576927
Azerbaijan,26400,3.0117817,9.90000013,703.6838434,123,"86,600",40.143105,47.576927
Azerbaijan,26180.00031,4.7006664,9.438916342,763.080638,123,"86,600",40.143105,47.576927
Azerbaijan,28569.99969,5.2779026,10.20830001,883.7339715,123,"86,600",40.143105,47.576927
Azerbaijan,28309.99947,5.1585817,9.253801326,1045.009379,123,"86,600",40.143105,47.576927
Azerbaijan,30040.00092,5.1650033,27.96153807,1578.40239,123,"86,600",40.143105,47.576927
Azerbaijan,30489.99977,4.3662996,34.5,2473.081819,123,"86,600",40.143105,47.576927
Azerbaijan,27629.99916,4.50297,25,3851.437869,123,"86,600",40.143105,47.576927
Azerbaijan,30450.00076,4.1847568,10.75897816,5574.603802,123,"86,600",40.143105,47.576927
Azerbaijan,25500,4.8711276,9.296363473,4950.294791,123,"86,600",40.143105,47.576927
Azerbaijan,24309.99947,7.311432,5.048944567,5843.533768,123,"86,600",40.143105,47.576927
Azerbaijan,27280.00069,5.077954,0.1,7189.691229,123,"86,600",40.143105,47.576927
Azerbaijan,30110.00061,3.3373456,2.16523943,7496.294648,123,"86,600",40.143105,47.576927
Azerbaijan,30940.00053,2.7806928,5.809800945,7875.756953,123,"86,600",40.143105,47.576927
Azerbaijan,32240.00168,2.433617,2.75050703,7891.313147,123,"86,600",40.143105,47.576927
Azerbaijan,31770.00046,2.757688,1.093975846,5500.310382,123,"86,600",40.143105,47.576927
Azerbaijan,32240.00168,3.345908,-3.1,3880.738731,123,"86,600",40.143105,47.576927
Azerbaijan,31959.99908,3.0498044,0.2,4147.089716,123,"86,600",40.143105,47.576927
Azerbaijan,32729.99954,3.070157,1.5,4739.84171,123,"86,600",40.143105,47.576927
Azerbaijan,35509.99832,2.674584,2.5,4805.753718,123,"86,600",40.143105,47.576927
Azerbaijan,,1.9758317,-4.3,4221.407478,123,"86,600",40.143105,47.576927
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahamas,,,,,41,"13,878",25.025885,-78.035889
Bahrain,15880,,5.300070056,13636.41675,"2,239",765,26.0667,50.5577
Bahrain,16390,,2.490948108,12868.17692,"2,239",765,26.0667,50.5577
Bahrain,17219.99931,,3.348550668,13049.90973,"2,239",765,26.0667,50.5577
Bahrain,17940.00053,,6.296441979,14222.0368,"2,239",765,26.0667,50.5577
Bahrain,17930.00031,,6.980960594,15846.50595,"2,239",765,26.0667,50.5577
Bahrain,20690.00053,,6.768997871,17959.39683,"2,239",765,26.0667,50.5577
Bahrain,22489.99977,,6.467000122,19307.50894,"2,239",765,26.0667,50.5577
Bahrain,23000,,8.293960448,20976.44229,"2,239",765,26.0667,50.5577
Bahrain,24760.00023,,6.245010775,23066.45098,"2,239",765,26.0667,50.5577
Bahrain,24719.99931,,2.539885936,19355.92101,"2,239",765,26.0667,50.5577
Bahrain,25969.99931,,4.334299173,20722.07049,"2,239",765,26.0667,50.5577
Bahrain,26020.00046,,1.983515012,22514.20272,"2,239",765,26.0667,50.5577
Bahrain,27170.00008,,3.72810843,23654.36959,"2,239",765,26.0667,50.5577
Bahrain,28850.00038,,5.41683981,24744.29696,"2,239",765,26.0667,50.5577
Bahrain,30280.00069,,4.350390853,24989.43753,"2,239",765,26.0667,50.5577
Bahrain,30579.99992,,2.485378558,22634.08565,"2,239",765,26.0667,50.5577
Bahrain,30299.99924,,3.558128119,22608.45256,"2,239",765,26.0667,50.5577
Bahrain,30520.00046,,4.290949778,23742.93734,"2,239",765,26.0667,50.5577
Bahrain,30809.99947,,2.136701347,24085.95599,"2,239",765,26.0667,50.5577
Bahrain,33259.99832,,2.141376784,23551.93009,"2,239",765,26.0667,50.5577
Bahrain,,,-5.085180213,20409.9528,"2,239",765,26.0667,50.5577
Bangladesh,21650,1.6270727,5.293294718,418.0689421,"1,265","1,48,460",23.684994,90.356331
Bangladesh,25780,1.8750032,5.077287776,415.0344043,"1,265","1,48,460",23.684994,90.356331
Bangladesh,27430.00031,1.3622075,3.83312394,413.0802826,"1,265","1,48,460",23.684994,90.356331
Bangladesh,28629.99916,1.2784041,4.739567399,446.3106757,"1,265","1,48,460",23.684994,90.356331
Bangladesh,30530.00069,1.2296964,5.23953291,475.2919302,"1,265","1,48,460",23.684994,90.356331
Bangladesh,32709.99908,1.1353458,6.535944941,499.4619402,"1,265","1,48,460",23.684994,90.356331
Bangladesh,35900.00153,1.0463095,6.671904981,509.6401899,"1,265","1,48,460",23.684994,90.356331
Bangladesh,37990.00168,1.0207374,7.058599357,558.0518407,"1,265","1,48,460",23.684994,90.356331
Bangladesh,41580.00183,1.2218128,6.013789759,634.9870697,"1,265","1,48,460",23.684994,90.356331
Bangladesh,44750,0.5117601,5.045124794,702.2644196,"1,265","1,48,460",23.684994,90.356331
Bangladesh,50580.00183,0.8648932,5.571788188,781.1535777,"1,265","1,48,460",23.684994,90.356331
Bangladesh,54419.99817,0.95136946,6.464379123,861.7621622,"1,265","1,48,460",23.684994,90.356331
Bangladesh,57990.00168,0.82564867,6.521458781,883.1171296,"1,265","1,48,460",23.684994,90.356331
Bangladesh,60599.99847,0.7885019,6.013605658,981.8608514,"1,265","1,48,460",23.684994,90.356331
Bangladesh,63830.00183,0.646162,6.061059359,1118.873808,"1,265","1,48,460",23.684994,90.356331
Bangladesh,72190.00244,0.81840855,6.552639879,1248.45331,"1,265","1,48,460",23.684994,90.356331
Bangladesh,74379.99725,0.8060975,7.113478213,1401.564635,"1,265","1,48,460",23.684994,90.356331
Bangladesh,79339.99634,0.8946443,7.284174423,1563.767819,"1,265","1,48,460",23.684994,90.356331
Bangladesh,83449.99695,0.7471175,7.86375358,1698.132081,"1,265","1,48,460",23.684994,90.356331
Bangladesh,90739.99786,0.6751287,8.152684149,1855.740094,"1,265","1,48,460",23.684994,90.356331
Bangladesh,,0.6580818,3.509135882,1961.613749,"1,265","1,48,460",23.684994,90.356331
Barbados,1240,,4.447189623,11268.42006,668,430,13.193887,-59.543198
Barbados,1310,,-2.365464222,11209.42112,668,430,13.193887,-59.543198
Barbados,1370.000005,,0.787401575,11361.51677,668,430,13.193887,-59.543198
Barbados,1379.999995,,2.175480769,11699.37047,668,430,13.193887,-59.543198
Barbados,1360.000014,,1.411598635,12512.57797,668,430,13.193887,-59.543198
Barbados,1419.999957,,3.955457604,13822.74175,668,430,13.193887,-59.543198
Barbados,1470.000029,,5.90270029,15199.56753,668,430,13.193887,-59.543198
Barbados,1480.000019,,2.202086187,16770.66103,668,430,13.193887,-59.543198
Barbados,1779.999971,,0.701030928,17092.58214,668,430,13.193887,-59.543198
Barbados,4619.999886,,-5.077805078,15885.41018,668,430,13.193887,-59.543198
Barbados,1549.999952,,-2.28645384,16056.37098,668,430,13.193887,-59.543198
Barbados,1759.99999,,-0.673289183,16458.35321,668,430,13.193887,-59.543198
Barbados,2119.999886,,-0.455606178,16249.67395,668,430,13.193887,-59.543198
Barbados,1440.000057,,-1.406563965,16451.27931,668,430,13.193887,-59.543198
Barbados,1269.999981,,-0.124547101,16489.07224,668,430,13.193887,-59.543198
Barbados,1269.999981,,2.448701961,16524.8995,668,430,13.193887,-59.543198
Barbados,1289.999962,,2.478698683,16900.04829,668,430,13.193887,-59.543198
Barbados,1179.999948,,0.475110679,17391.66891,668,430,13.193887,-59.543198
Barbados,1240.00001,,-0.580333154,17745.25537,668,430,13.193887,-59.543198
Barbados,1250,,-0.096135553,18148.49785,668,430,13.193887,-59.543198
Barbados,,,-18.9795097,15373.8547,668,430,13.193887,-59.543198
Belarus,52940,0.031301863,5.80000344,1276.493985,47,"2,07,600",53.709807,27.953389
Belarus,51880,0.035543464,4.725305994,1244.373185,47,"2,07,600",53.709807,27.953389
Belarus,51840.00015,0.032997068,5.04526748,1479.314583,47,"2,07,600",53.709807,27.953389
Belarus,52700.00076,0.031896286,7.043192559,1819.766059,47,"2,07,600",53.709807,27.953389
Belarus,56040.00092,0.034380138,11.44974311,2378.623286,47,"2,07,600",53.709807,27.953389
Belarus,56779.99878,0.037284452,9.400001524,3125.810535,47,"2,07,600",53.709807,27.953389
Belarus,59119.99893,0.03601279,9.999994812,3847.434124,47,"2,07,600",53.709807,27.953389
Belarus,57650.00153,0.049696002,8.600006536,4735.657608,47,"2,07,600",53.709807,27.953389
Belarus,60529.99878,0.07290584,10.19999944,6377.369732,47,"2,07,600",53.709807,27.953389
Belarus,57400.00153,0.1132527,0.19999531,5352.583912,47,"2,07,600",53.709807,27.953389
Belarus,61669.99817,0.1292485,7.798266823,6033.686239,47,"2,07,600",53.709807,27.953389
Belarus,58549.99924,0.14303419,5.37870745,6527.173869,47,"2,07,600",53.709807,27.953389
